,text,Sarcasm1
1797,ΕΚΛΟΓΕΣ 2015: Κυριάκος Μητσοτάκης: «Η Ν.Δ. θα σχηματίσει κυβέρνηση με φιλοευρωπαϊκά κόμματα» http://t.co/h5koVbmR43,OK
1798,Ο ΣΥΡΙΖΑ έκλεισε την πόρτα και ο ΓΑΠ συζητά συνεργασία υπό όρους http://t.co/ECDa8PTAiT,OK
1799,Παρουσίαση υποψηφίων βουλευτών του ΣΥΡΙΖΑ Μαγνησίας https://t.co/mBSaJNuhHo,OK
1800,Η περίπτωση Αχμέτ Χατζηοσμάν και το κλείσιμο ενός ιστορικού κύκλου  @pasok #ekloges2015 http://t.co/TuLwnUBOaw,OK
1801,"""@capitalgr Στήριξη της ΝΔ ζητά ο Κώστας Καραμανλής"" Φυσικά και με τα  5 δάκτυλα να του πείτε. 10 μερές έμειναν",Sarcastic
1802,Παρέμβαση Κώστα Καραμανλή για τις εκλογές – Όσο πιο ισχυρή η Νέα Δημοκρατία τόσο ασφαλέστερο το μέλλον της Ελλάδας http://t.co/uFn9dmMpuz,OK
1803,Στήριξη της ΝΔ ζητά ο Κώστας Καραμανλής  http://t.co/R7DAQHJrNd via @capitalgr,OK
1804,Ρένα Δούρου: Ο ΣΥΡΙΖΑ είναι έτοιμος να φέρει τη μεγάλη αλλαγή http://t.co/y0Vo1NhmId,OK
1805,Πολιτική - Κώστας Καραμανλής: Στήριξη της ΝΔ για να μην πάνε χαμένες οι μεγάλες θυσίες των πολιτών http://t.co/mEiD2iJhCP,OK
1806,"@katia_makri ""Μην ψηφίζεις ΣΥΡΙΖΑ γιατί θα καταργήσει την εκκλησία"" λέει η γιαγιά. Ωραία να μην την κλείσω, αλλά ότα ψηφίζει έτσι ο κόσμος..",Sarcastic
1807,Σήμερα ο Πρόεδρος του ΛΑ.Ο.Σ. στις 19.00 στον ALPHA!ΛΑ.Ο.Σ. - Ο Πρόεδρος του ΛΑ.Ο.Σ. http://t.co/ECwqEHvMVx http://t.co/KLXxgY8hmT,OK
1808,Πρόγραμμα συγκεντρώσεων ΣΥΡΙΖΑ Λασιθίου: Πρόγραμμα συγκεντρώσεων ΣΥΡΙΖΑ Λασιθίου Η… http://t.co/Z3pWkNgIHR #Λασίθι #ΛΑΣΙΘΙΓΕΝΙΚΑ,OK
1809,Κ.Καραμανλής: Στήριξη της ΝΔ για να μην πάνε χαμένες οι θυσίες http://t.co/j2LC9FFtKn,OK
1810,@AthanDim και να ήμουν κ ΠΑΣΟΚ πάει στο διάολο  @Gio_R,OK
1811,ΠΟΛΙΤΙΚΗ - Ν.Δ. εναντίον Λαζόπουλου: Με αφορμή την χθεσινή του εμφάνιση http://t.co/oYjLGPFCdf,OK
1812,@serjmagas απο ΝΔ Β Αθήνας δεν βρίσκω άλλον. Εκτός αν θεωρείς οτι ολοι μα ολοι ειναι για τα μπάζα,OK
1813,Στείλτε το ποτάμι στο διάολο να ησυχάσουμε γιατί όπως είναι γνωστό ..δε γυρίζει πίσω. Οχι σαν τον ΓΑΠ,Sarcastic
1814,http://t.co/hpiaLRAs5C | Τι ανακοίνωσε ο Δένδιας για τους μετανάστες και τι αλλάζει στην πολιτική της ΝΔ http://t.co/7qXaH3g2pT,OK
1815,μιλανε τοσο πολυ για μεταρρυθμισεις στη ΝΔ που στο τελος θα το πιστεψουν κ οι ιδιοι πως τις κανουν....,Sarcastic
1816,ΣΚΟΥΡΛΕΤΗΣ: Ο λαός θα δώσει στο ΣΥΡΙΖΑ καθαρή και δυνατή εντολή http://t.co/FF5Yv2UJt5 http://t.co/sDwFAhAalq,OK
1817,Σε διπλή παγίδα φτώχειας και χρέους το 1/3 των Ελλήνων... κι έχεις τη Ν.Δ. να σου θυμίζει ότι στη Βενεζουέλα ψωνίζουν δυο φορές την εβδομάδα,Sarcastic
1818,"Παρέμβαση Καραμανλή για τη ""σωτηρία"" της ΝΔ http://t.co/dl0oUnATRR",OK
1819,Παρουσιάζεται στη Μεγαλόπολη το ψηφοδέλτιο του ΠΑΣΟΚ στην Αρκαδία http://t.co/pETjmYsLqC,OK
1820,Ο ΣΥΡΙΖΑ ψάχνει την αυτοδυναμία σε αναποφάσιστους και «συντηρητικό» ακροατήριο http://t.co/ZcwLiJfhMK,OK
1821,Εκδήλωση ΣΥΡΙΖΑ Μοσχάτου http://t.co/fcwW47q7ys,OK
1822,Την Παρασκευή η κεντρική ομιλία του ΚΚΕ - http://t.co/vqZ3AH1FT5 http://t.co/20HSO0pNk7,OK
1823,Σαμαράς και Ραχόι απέκλεισαν το κούρεμα του χρέους - Ανοησίες το αίτημα του ΣΥΡΙΖΑ — KoolNews http://t.co/icOnYRGH8H via @sharethis,OK
1824,Την Πέμπτη 15/1 στις 12 το μεσημέρι στην ΕΛΙΑ η κεντρική παρουσίαση των υποψήφιων βουλευτών του ΣΥΡΙΖΑ για το Ν.... http://t.co/mBC4QdNMZQ,OK
1825,@htheoharis χαρρυ το ποταμι τι θεσεις εχει? μαθαν οτι ...... σε αυτη τη χωρα και πλακωσαν και οι γιουφτοι,Sarcastic
1826,Ράδιο Αρβύλα - Το Προεκλογικο Σποτ Του ΣΥΡΙΖΑ / 12-1-2015 http://t.co/BNSndgg2Hf,OK
1827,Κώστας Καραμανλής: Στήριξη στη Ν.Δ. για να μην πάνε χαμένες οι θυσίες http://t.co/aFD43ePt6v,OK
1828,@avgerinosx ΕΚΛΟΓΕΣ 2015: Δήλωση – παρέμβαση Καραμανλή: «Στήριξη στη Ν.Δ. για να μην πάνε χαμένες... http://t.co/1mI97y9V8q @FREEDYBRUNA,OK
1829,. @freedybruna ΕΚΛΟΓΕΣ 2015: Δήλωση – παρέμβαση Καραμανλή: «Στήριξη στη Ν.Δ. για να μην πάνε χαμέν... http://t.co/LcJRTs642b @zappasaspa,OK
1830,Deutsche Welle: Μια νίκη του ΣΥΡΙΖΑ  δεν φοβίζει πια το Βερολίνο -  http://t.co/mQ2w0NmZMo,OK
1831,Ντάισελμπλουμ: Θα ελαφρύνουμε το βάρος της Ελλάδας. Φανταστείτε να γίνει και κυβέρνηση ο Σύριζα #syriza #ekloges2015 http://t.co/u7BolAwgbV,OK
1832,"Σκουρλέτης: ""Ο ΣΥΡΙΖΑ θα πάρει καθαρή εντολή"" http://t.co/9bPZk0UuZt @velopky""",OK
1833,@avgerinosx Handelsblatt: Μία νίκη του ΣΥΡΙΖΑ δεν φοβίζει το Βερολίνο http://t.co/wZMsS7zCH6 @FREEDYBRUNA,OK
1834,@bathitweet Handelsblatt: Μία νίκη του ΣΥΡΙΖΑ δεν φοβίζει το Βερολίνο http://t.co/vrx5ea0uqH @damalakes @kali_nda,OK
1835,Καραμανλής: Στήριξη της ΝΔ για  να μην πάνε χαμένες οι θυσίες -  http://t.co/KnzuqZBENf,OK
1836,AvantiPopolo: Ρένα Δούρου: Ο ΣΥΡΙΖΑ είναι έτοιμος να φέρει τη μεγάλη αλλαγή http://t.co/n8eS7bCI6O via @avgerinosx,OK
1837,Ρένα Δούρου: Ο ΣΥΡΙΖΑ είναι έτοιμος να φέρει τη μεγάλη αλλαγή http://t.co/btgb9e9vC6,OK
1838,@FragileAlex Ας βγάλει και η ΝΔ στο γυαλί τον Ρόμπερτ Ουίλιαμς ή τον Πασχάλη...,OK
1839,Κώστας Καραμανλής pro bono: Γραπτή δήλωση στήριξης από τον Κώστα Καραμανλή στη Νέα Δημοκρατία και στον Αντώνη Σαμαρά http://t.co/ymprYGe4Ac,OK
1840,ΣΤΡΟΦΗ ΣΤ. ΘΕΟΔΩΡΑΚΗ: Το Ποτάμι θα επιβάλει το παλιό σύστημα... http://t.co/P3FzPMxV8t http://t.co/0XflpNCeSG,OK
1841,RT @toxwni : Handelsblatt: «Δεν φοβίζει πια μια πιθανή νίκη του ΣΥΡΙΖΑ το Βερολίνο» http://t.co/hE3RgBPhDB @avgerinosx,OK
1842,Φωκίων Φουντουκίδης: «Το Ποτάμι ως ισχυρή τρίτη δύναμη θα επιβάλει στο παλιό πολιτικό σύστημα… http://t.co/Dr9DAUsvpz via @wordpressdotcom,OK
1843,Το ΠΑΣΟΚ παρουσίασε στην Βέροια τους υποψηφίους Ημαθιώτες βουλευτές του http://t.co/G0i9hhSVNx,OK
1844,Κεντρική εκδήλωση ΣΥΡΙΖΑ Πειραιά http://t.co/4hao69Wt9a,OK
1845,"Η Μαρία Σπυράκη που χαρακτηρίζει σημερα χυδαίο τον Λαζοπουλο, ειναι εκπρόσωπος ΝΔ ή τηλεκριτικός ;",Sarcastic
1846,ΤΟ ΜΑΝΙΦΕΣΤΟ ΤΗΣ Ν.Δ. - ΤΑ ΣΚΑΝΔΑΛΑ ΚΑΡΑΜΑΝΛΗ! - http://t.co/Yax4Df3O7Y via @Dailymotion_gr,OK
1847,"θα ψηφίζω σύριζα γιατί ευρώ δεν έχω, αλλά έχω 10000 χιλιάρικα δρχ τα είχα κρατήσει για να θυμάμαι...",Sarcastic
1848,Ανδρέας Λοβέρδος: Το ΠΑΣΟΚ πρέπει να είναι το τρίτο κόμμα http://t.co/teZrZawvgh,OK
1849,«Κλειδώνουν» την αυτοδυναμία ΣΥΡΙΖΑ http://t.co/LrJ5ceZU24,OK
1850,Κάπα Research: “η Χρυσή Αυγή διατηρεί τον σκληρό της πυρήνα και πολλοί ψηφοφόροι της κρύβουν την ψ... http://t.co/y8MUbbDxHI,OK
1851,Αμφέβαλλε κανείς ότι το προεκλογικό σπο ΚΚΕ θα έλεγε τι κάνουν λάθος οι άλλοι και ούτε κουβέντα τι κάνει σωστά το ίδιο;,Sarcastic
1852,Κουκουλόπουλος: “Το ΠΑΣΟΚ είναι μέρος της λύσης και εγγυητής προοδευτικής σταθερότητας” http://t.co/4en2D7BWoD,OK
1853,10 λεπτά ΣΥΡΙΖΑ http://t.co/eKL83D8vXD,OK
1854,Εκνευρισμός ΣΥΡΙΖΑ για τον Καμμένο @syriza_gr #Kammenos http://t.co/wVxk3QwVan,OK
1855,Η ΠΡΩΤΙΑ ΤΟΥ ΣΥΡΙΖΑ ΕΞΑΡΤΑΤΑΙ ΑΠΟ ΤΟ ΓΗΠΕΔΟ ΤΗΣ ΑΕΚ:   Γράφει ο Παναγιώτης ΑποστόλουΕπικεφαλής κόμματος “Ελλήν... http://t.co/2AoL7c8i7X,OK
1856,«Ανοησίες» χαρακτήρισε το αίτημα του ΣΥΡΙΖΑ για κούρεμα του χρέους ο Σαμαράς παρουσία του Ραχόη... Και έπειτα μας... http://t.co/OJHmvlhz9i,OK
1857,Ο Βενιζέλος επιτίθεται σε ΝΔ -ΣΥΡΙΖΑ και περιμένει στη γωνία τον Παπανδρέου http://t.co/vRQhWGrLSt,OK
1858,sitestories.blogpsot Η ΠΡΩΤΙΑ ΤΟΥ ΣΥΡΙΖΑ ΕΞΑΡΤΑΤΑΙ ΑΠΟ ΤΟ ΓΗΠΕΔΟ ΤΗΣ ΑΕΚ:   Γράφει ο Παναγιώτης ΑποστόλουΕπικε... http://t.co/Gw4dYuEwfU,OK
1859,"Το ότι η ΝΔ κατεβάζει καμπάνια με σκοπό το μπετονάρισμα και όχι τη διεύρυνση, λογικό. Το ποιο είναι το μπετον είναι το γέλιο.",Sarcastic
1860,Σήμερα η κοπή της πίτας του ΚΚΕ (βίντεο) http://t.co/VowiIrw6eP,OK
1861,Να κλείνεις φυλακή την ΧΑ αλλα να παιζεις το τηλεοπτικό τους σποτ κανονικά γιατι το λεει ο νόμος,Sarcastic
1862,"Μ. Βαρβιτσιώτης: Το ""ευρωπαϊκό πρόγραμμα"" του ΣΥΡΙΖΑ είναι ένα νέο μνημόνιo http://t.co/AJ1qpGikN6 #miltiadis2015",OK
1863,Αυτοδυναμία ή όχι του ΣΥΡΙΖΑ ένα από τα κύρια ζητούμενα των εκλογών http://t.co/7NP6e2O8Xy,OK
1864,"Εχετε παρατηρήσει ότι απο τα, πολύχρωμα, προεκλογικά σποτ του Συριζα λείπει απολύτως η λέξη ""Αριστερα"";   #πρωτη_φορα_κονομισιά",Sarcastic
1865,Περιοδείες υποψηφίων βουλευτών ΣΥΡΙΖΑ Τρικάλων στις 15/1/2015 http://t.co/HgY3dClohn,OK
1866,FT: Οι επιχειρηματίες στο στόχαστρο του ΣΥΡΙΖΑ -   http://t.co/D1P1JJEmxf,OK
1867,ΛΑΪKΟΥΡΑ-NEWS-ΗΜΑΘΙΑ: Παρουσίασε τους υποψηφίους σήμερα το ΠΑΣΟΚ στην Ημαθία http://t.co/XtGnVLTm06,OK
1868,"Θούλη Σιδηροπούλου: 'Στο ΠΑΣΟΚ του Ανδρέα Παπανδρέου έδωσα ‘’τον όρκο της νιότης και της ζωής’’ μου, ΜΟΝΟΝ' http://t.co/FbPTt7tXJs",OK
1869,@ArisPortosalte πειτε το ευθεως ομως να το εχουμε και σε print screen: Αν βγει ο ΣΥΡΙΖΑ τα σούπερ μάρκετ φρουρούνται από τον στρατό.@g_akis,Sarcastic
1870,Κακλαμάνης: Ο ΣΥΡΙΖΑ έχει προβάδισμα http://t.co/seij7FoeEZ,OK
1871,Πού θα βρει ο ΣΥΡΙΖΑ τα λεφτά για το ομόλογο του Μαρτίου http://t.co/YoJHe1nMb9,OK
1872,Σαμαράς: Ο ΣΥΡΙΖΑ οδηγεί τη χώρα σε έξοδο από το ευρώ http://t.co/KoBwKkIytm,OK
1873,Πού θα βρει ο ΣΥΡΙΖΑ τα λεφτά για το ομόλογο του Μαρτίου:   Τους τρόπους με τους οποίους ο ΣΥΡΙΖΑ θα καλύψει τ... http://t.co/2STXoRiaE2,OK
1874,@K_Hatzidakis @nisigalas Χατζηδάκης: Το επικίνδυνο είναι ότι ο ΣΥΡΙΖΑ εννοεί αυτά που λέει | @ysterografa http://t.co/tYqu5fY6vU,OK
1875,Ακονίζουν... μαχαίρια στη ΝΔ - Η πολιτική επένδυση του Α.Σαμαρά στην κινδυνολογία φέρνει συντριβή στις εκλογές  http://t.co/Rql1wEiT6Z,OK
1876,"@enikos_gr @NChatzinikolaou Το ξερουμε.Τον ΣΥΡΙΖΑ φοβιζει, γιαυτο ειπε οτι θα καταργησει το κυνηγι....γενικα!",Sarcastic
1877,Χριστογιάννης Γεώργιος - Υποψήφιος Βουλευτής Αιτωλοακαρνανίας ΠΑ.ΣΟ.Κ. http://t.co/5MvR8zZK3Z http://t.co/FlXYl4TBB9,OK
1878,Ντόρα Μπακογιάννη: «Η Ν.Δ. είναι η μόνη παράταξη που έχει πυξίδα και στόχο» http://t.co/QQfMT2vM73,OK
1879,"FIXED Κώμα ""@_Vassia_: Kαι υπάρχουν άνθρωποι που θεωρούν το Ποτάμι κόμμα...""",Sarcastic
1880,Δραστηριότητα υποψηφίων Κ.Κ.Ε. http://t.co/oK4lcUVj6c,OK
1881,Θα έρθει ο ΣΥΡΙΖΑ και θ' αγιοποιήσει τον Παστίτσιο.,Sarcastic
1882,"«Η μεγάλη δύναμη είναι η τρίτη» - Το Ποτάμι. Να τα αλλάξουμε όλα, χωρίς να γκρεμίσουμε τη χώρα. Ποτάμι η Δύναμη σου! http://t.co/PTaJF0ff3f",OK
1883,Θα έρθει ο Συριζα και θα μας πάρει τις τράπεζες,Sarcastic
1884,Και θα τους πληρώνουμε με χαρά εμείς! “@protothema: Αγλαΐα Κυρίτση: Θα επαναπροσληφθούν όλοι στην ΕΡΤ με τον ΣΥΡΙΖΑ http://t.co/NbPQy0bAsW”,Sarcastic
1885,Γ. Κύρτσος: Γρήγορη έξοδος από το μνημόνιο μόνο με κυβέρνηση Ν.Δ.: Μόνο με κυβέρνηση Ν.Δ. θα μπορέσει η χώρα ν... http://t.co/ENngldM9FC,OK
1886,Ο ΣΥΡΙΖΑ ΑΠΑΝΤΑ από πού θα βρούμε τα λεφτά για τους κρίσιμους πρώτους μήνες του έτους http://t.co/DfFrItueB8,OK
1887,ΑΤΤΙΚΑ ΝΕΑ: Χάρρυ Κλυνν: Γιατί ακύρωσα την υποψηφιότητά μου με τον ΣΥΡΙΖΑ http://t.co/7UWMAu0tMo,OK
1888,"Βαλαβάνη: Ο ΣΥΡΙΖΑ δεν θα πάρει τα 7,5 δισ. της πέμπτης δόσης http://t.co/c13JUun52B",OK
1889,"""Δούρου: Ο ΣΥΡΙΖΑ θα φέρει φρέσκο αέρα στην Ελλάδα"" Το ζεϊμπέκικο της φρεσκαδούρας χορεύεται μόνο από ξινισμένες αριστερές γεροντομούνες.",Sarcastic
1890,"Προβάδισμα 3,5% του ΣΥΡΙΖΑ σε δημοσκόπηση της ALCO-ΔΕΙΤΕ όλους τους σχετικούς πίνακες της δημοσκόπησης http://t.co/KFJuMF5FJx",OK
1891,"Βαλαβάνη: Ο ΣΥΡΙΖΑ δεν θα πάρει τα 7,5 δισ. της πέμπτης δόσης http://t.co/2p1UbzW749",OK
1892,Ο Σταύρος Θεοδωράκης στο Euro2day - Το Ποτάμι http://t.co/yrafVQtOE3,OK
1893,Ο Κ. Λαπαβίτσας αντικρούει τις αθλιότητες της Ν.Δ. http://t.co/HEEN6Rm2ws,OK
1894,Κακλαμάνης: Ο ΣΥΡΙΖΑ έχει προβάδισμα:   Θέλω να είμαι ρεαλιστής. Αυτή τη στιγμή ο ΣΥΡΙΖΑ προηγείται και τα προ... http://t.co/yJUFEtJ4TX,OK
1895,«Μια νίκη του ΣΥΡΙΖΑ δε φοβίζει πια το Βερολίνο»: Στο κλίμα μεταστροφής που υπάρχει απέναντι στο ΣΥΡΙΖΑ και στο… http://t.co/J6KGOKi3gP,OK
1896,«Μια νίκη του ΣΥΡΙΖΑ δε φοβίζει πια το Βερολίνο»  http://t.co/9y3XGuISI3,OK
1897,#ekloges2015 Ο Συριζα θα βγει από ανθρώπους που θα τον ψηφίσουν πρώτη φορά.Η νέα δημοπρασία θα χάσει από αυτούς που τάιζε μiα ζωή. tragic,Sarcastic
1898,"@avgerinosx Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 3,4% http://t.co/UL4bUgwii3 @FREEDYBRUNA",OK
1899,"@bathitweet Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 3,4% http://t.co/Dtj8IUYoMT @damalakes @kali_nda",OK
1900,"@zappasaspa Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 3,4% http://t.co/BSBBeJftwz @FREEDYBRUNA",OK
1901,Μαντινάδες στη νέα σειρά των προεκλογικών σποτ των ΑΝΕΛ #Greece #Ekloges2015 http://t.co/237Be62DDe,OK
1902,"Καλέ ζείς; @KSkandalidis ""Το ΠΑΣΟΚ είναι και θα παραμείνει ο κορμός της Κεντροαριστεράς""",Sarcastic
1903,@dromografos : Χωρίς ντροπή...Κλιμάκιο του ΠΑΣΟΚ επισκεύτηκε τον ΟΚΑΝΑ σήμερα... http://t.co/sjtyA5tOwo,Sarcastic
1904,Μαντινάδες στη νέα σειρά των προεκλογικών σποτ των ΑΝΕΛ http://t.co/igUR0HHHt0Μαντινάδες-στη-νέα-σειρά-των-προεκλογικών-σποτ-των-ΑΝΕΛ.html,OK
1905,"Συνέντευξη Μ Καρχιμάκη υπ Βουλευτή Β Αθηνών με το Κίνημα Δημοκρατών Σοσιαλιστών  στο  «Στο Κόκκινο 105,5 FM”  http://t.co/5yjzAKBiKd",OK
1906,Δημοσκόπηση ALCO: Προβάδισμα ΣΥΡΙΖΑ- Τρίτο κόμμα το Ποτάμι http://t.co/NQR9qqbpEN,OK
1907,Εξορμήσεις βουλευτών και μελών του Σύριζα στην Κυψέλη και τη Φυλής:,OK
1908,@avgerinosx ΕΚΛΟΓΕΣ 2015 – Ρ.Μακρή: «Το πρόγραμμα του ΣΥΡΙΖΑ είναι απόλυτα εφαρμόσιμο και... http://t.co/yT984hP0IU @damalakes @kali_nda,OK
1909,ΕΚΛΟΓΕΣ 2015 – Ρ.Μακρή: «Το πρόγραμμα του ΣΥΡΙΖΑ είναι απόλυτα εφαρμόσιμο και ρεαλιστικό» (βίντεο) http://t.co/zBRqMcCeFx,OK
1910,Προκλητικες δηλωσεις απο μελη του ΣΥΡΙΖΑ | ihunt.gr http://t.co/syQjzYZrdt,OK
1911,"Προβάδισμα 3,4% του ΣΥΡΙΖΑ σε νέα δημοσκόπηση http://t.co/7Aia4E74eN via @AntennaNews",OK
1912,"Πρώτος καλεσμένος ο κ. Παναγιώτης Κουρουμπλής, Υποψήφιος Βουλευτής Β’ Αθηνών, ΣΥΡΙΖΑ την ΠΕΜΠΤΗ 15 ΙΑΝΟΥΑΡΙΟΥ,... http://t.co/5rt7u1EHlH",OK
1913,Άμα δεις τις φωτογραφίες που ανεβάζουν οι υποψήφιοι της ΝΔ καταλαβαίνεις πολύ καλά γιατί δεν ήθελαν να ψηφίσουν 100.000 18ρηδες #ekloges2015,Sarcastic
1914,Ακονίζουν… μαχαίρια στη ΝΔ – Η πολιτική επένδυση του Α.Σαμαρά στην κινδυνολογία φέρνει συντριβή στις εκλογές http://t.co/SHDk140F6C,OK
1915,"Σε περίπτωση εκλογικής νίκης του ΣΥΡΙΖΑ δεν θα εισπραχθεί ΕΝΦΙΑ για το 2015, θα μπει όμως Φόρος Μεγάλης Ακίνητης Περιουσίας!!!...",OK
1916,Συνάντηση ΣΥΡΙΖΑ Λουτρακίου με το ΔΣ του Σωματείου Εργαζομένων του Καζίνο Λουτρακίου. http://t.co/qY7Wk1kwsr,OK
1917,"Ας μας ενημερώσει το @ToPotami αν έχει κ άλλους πολιτευτές όπως την κ @FainaretiRom που αποκαλούν ""ανόητους"" διαφωνούντες ευγενώς πολίτες.",Sarcastic
1918,Οι Θέσεις του ΣΥΡΙΖΑ για το Χρέος http://t.co/oOhZuzU9B0,OK
1919,@antsket η ουσιαστική αντιπολίτευση γινεται στο δρόμο φιλε μου. Εκεί που ο ΣΥΡΙΖΑ ειναι απών.,OK
1920,Ρένα Τηλικίδου: Κάλεσμα ενίσχυσης του ΚΚΕ (VIDEO) - 902.gr http://t.co/gjSMWm7iJv,OK
1921,με κυβέρνηση ΣΥΡΙΖΑ θα μειωθεί η προκλητική και αντιαισθητική αστυνόμευση του κέντρου της Αθήνας; #asktsipras,OK
1922,Τι θα κάνει μια ενδεχόμενη κυβέρνηση ΣΥΡΙΖΑ για να διασώσει τα Πανεπιστήμια που βουλιάζουν από την υποχρηματοδότηση; #asktsipras,OK
1923,Επέκταση Σύμφωνου συμβίωσης για ομόφυλα ζευγάρια.Πως θα συνεργαστείτε με τους ΑΝΕΛ όταν όλοι ξέρουμε τις απόψεις τους; #asktsipras,OK
1924,Ποιες θα είναι οι άμεσες κινήσεις του ΣΥΡΙΖΑ για την ολική αποτροπή πλειστηριασμών πρώτης κατοικίας; #asktsipras,OK
1925,Σε γνωστό εστιατόριο η παρουσίαση των ψηφοδελτίων ΠΑΣΟΚ Θεσσαλονίκης: Σας προσκαλούμε στην παρουσίαση των ψηφο... http://t.co/k7S9KQI0Tb,OK
1926,Γιατί καταψήφισε ο ΣΥΡΙΖΑ τη Δι@ύγεια; Έχετε μετανιώσει; #asktsipras,OK
1927,Ντόρα Μπακογιάννη: «Η Ν.Δ. είναι η μόνη παράταξη που έχει πυξίδα και στόχο» http://t.co/dLU3GAfdqJ,OK
1928,"Βόμβες από την υποψήφια βουλευτή του ΣΥΡΙΖΑ, Ν. Βαλαβάνη: Ο ΣΥΡΙΖΑ δεν θα πάρει τα 7,5 δισ. ευρώ... http://t.co/DOsGQhrnzS",OK
1929,"#asktsipras Το ""όλες οι προσλήψεις μέσω ΑΣΕΠ"" γιατί απουσιάζει από το πρόγραμμα του ΣΥΡΙΖΑ για την δημόσια διοίκηση?",OK
1930,Το να το παίζεις ΣΥΡΙΖΑ αφού ήσουνα κραγμένος ΠΑΣΟΚΟΣ πρίν είναι σαν το πούστη με τις γκόμενες δίπλα του που τις έχει μπας και τον γαμήσουνε,Sarcastic
1931,Athens Voice: το Kέντρο των εξελίξεων και όχι το Kέντρο της διπλής άρνησης @topotami #ekloges15 http://t.co/KPJsa6NA4l via @sharethis,OK
1932,«Οι ΑΝΕΛ θα είναι μία ισχυρή δύναμη στη Βουλή» http://t.co/ua4eWgohj5,OK
1933,Ο ΣΥΡΙΖΑ αυτοδύναμος τελειώνει τη διαπλοκή http://t.co/ZKyfyq0xwB,OK
1934,Ο ΣΥΡΙΖΑ θα κυνηγήσει τη διαπλοκή και τη διαφθορά ή θα κρατήσει μετριοπαθή στάση στα σκάνδαλα που πλήττουν το κύρος της χώρας; #asktsipras,OK
1935,Ποιό το σχέδιο του σύριζα για την βιομηχανική και παραγωγική ανάπτυξη; #asktsipras,OK
1936,Εκλογές 2015: Τα δύο νέα τηλεοπτικά σποτ της ΝΔ http://t.co/R9sq81feko #Πολιτική @madata,OK
1937,Ποια ειναι η αποψη του ΣΥΡΙΖΑ για τις συνεταιριστικές επιχειρήσεις και τους ορους εργασίας οσων μετεχουν σ αυτες ?  #asktsipras,OK
1938,ΣΚΑΝΔΑΛΟ! Δίνουν κρατικό χρήμα στο Ποταμι που δεν εχει εκλέξει ποτέ βουλευτή! http://t.co/9tfaP011R0,OK
1939,#asktsipras στηριζει το ΣΥΡΙΖΑ τον απολυτο διαχωρισμο Εκκλησιας - Κρατους και τα ισα δικαιωματα των Αθεων στην Ελλαδα;,OK
1940,#Λέσβος Ιαν. 14 18:50 Θερμοκρασία 9C καθόλου ή  λίγα σύννεφα  Ανεμος ΝΔ 9 km/h  Υγρασία 75% .. http://t.co/Szw38QDkKt,OK
1941,Το σπότ των ΑΝΕΛ Νο.1 σε δημοφιλία στο Twitter! #ekloges2015 http://t.co/Nu3F0UHKzP,OK
1942,Προεκλογική εκδήλωση του ΣΥΡΙΖΑ στο Άργος http://t.co/IWDlrfjSTf,OK
1943,Στις 28.05 είπατε ότι ο ΣΥΡΙΖΑ θα καταργήσει τις Πανελλαδικές εξετάσεις. Με ποιό *ΑΚΡΙΒΩΣ* σύστημα θα αντικατασταθεί; #askTsipras,OK
1944,θα κοπει ΣΥΡΙΖΑ το χερι της @rachelmakri με την περικεφαλεα που εχει για τατουαζ? #asktsipras,Sarcastic
1945,Ιρλανδία: Αξίζει να εξεταστεί η πρόταση ΣΥΡΙΖΑ για διεθνή διάσκεψη για το χρέος (Ελλάδας και άλλων χωρών της ευρωζ.) http://t.co/ponPAGm8Vg,OK
1946,"""Σπυράκη για Λαζόπουλο: Ο προπαγανδιστής των θέσεων του ΣΥΡΙΖΑ ξεπέρασε κάθε όριο χυδαιότητας"" #JeSuisCharlie XAXAXAXAXAXAXAXAXAXAXAXAXAXAXA",Sarcastic
1947,#atsipras Θα συνεργαζόσασταν -επί συγκεκριμένων θεματων/σε κυβέρνηση- με την ΝΔ εάν προυπάρξει σαφής καταγεγραμμένη προγρ.συμφωνία?,OK
1948,@atsipras Τι έχεις να πεις για τις διαφημίσεις της ΝΔ πριν τις εκλογές; Απλά ρωτάω... #asktsipras,OK
1949,"Στο νέο σποτ της ΝΔ λέει ο Σαμάρας ""εγγυώμαι""  τι εννοεί ; υποθηκεύει την προσωπική του περιουσία; ή απλά λέμε καμιά...για να περνάει η ώρα",Sarcastic
1950,Δείτε τα δύο νέα προεκλογικά σποτ της ΝΔ (video) http://t.co/Fkh75oLnnv,OK
1951,Πως θα σπάσεις τα καρτέλ του ΠΑΣΟΚ που έχουν διεισδύσει σε όλους τους τομείς του δημόσιου τομέα; #ppgr #asktsiprtas,OK
1952,"Προβάδισμα 3,5% του ΣΥΡΙΖΑ σε δημοσκόπηση της ALCO για το «Ποντίκι» http://t.co/5e0qWsPacv via @sharethis",OK
